Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-03-01,1051.0999755859375,1154.0,972.2999877929688,992.5,10615,0,0
2022-04-01,992.7999877929688,1016.2000122070312,899.4000244140625,937.5999755859376,1339,0,0
2022-06-01,997.2000122070312,1030.800048828125,888.0999755859375,898.4000244140625,8348,0,0
2022-07-01,880.0,894.0,830.5999755859375,884.9000244140625,351,0,0
2022-08-01,896.7000122070312,958.2999877929688,826.4000244140625,826.4000244140625,7,0,0
2022-09-01,804.0,922.0,804.0,870.0,9648,0,0
2022-10-01,895.0,987.4000244140624,890.0,939.4000244140624,295,0,0
2022-11-01,959.7999877929688,1064.300048828125,933.4000244140624,1052.300048828125,18,0,0
2022-12-01,1067.9000244140625,1067.9000244140625,997.5999755859375,1042.5999755859375,0,0,0
2022-12-27,1026.800048828125,1027.5,1020.0999755859375,1023.7000122070312,172,0,0
