Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-04-01,1.3347699642181396,1.4172940254211426,1.305364012718201,1.4067000150680542,0,0,0
2022-05-01,1.4067000150680542,1.4609839916229248,1.3764100074768066,1.3898149728775024,0,0,0
2022-06-01,1.3922499418258667,1.4589380025863647,1.37322998046875,1.4533900022506714,0,0,0
2022-07-01,1.449779987335205,1.4962890148162842,1.4154080152511597,1.4284000396728516,0,0,0
2022-08-01,1.4344700574874878,1.4615819454193115,1.4013450145721436,1.458279013633728,0,0,0
2022-09-01,1.4644500017166138,1.5708199739456177,1.4455039501190186,1.5353909730911257,0,0,0
2022-10-01,1.5353909730911257,1.6191190481185913,1.357772946357727,1.5621800422668457,0,0,0
2022-11-01,1.560086965560913,1.59375,1.4718869924545288,1.496090054512024,0,0,0
2022-12-01,1.470674991607666,1.508296012878418,1.450747013092041,1.477977991104126,0,0,0
2023-01-01,1.4690760374069214,1.4949500560760498,1.438599944114685,1.4505399465560913,0,0,0
2023-01-11,1.4500000476837158,1.4517600536346436,1.4457800388336182,1.4514000415802002,0,0,0
